"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_660管理，補助的経済活動を行う事業所_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_661補助的金融業，金融附帯業","13.0","148.0","110.0","38.0","127.0","90.0","37.0","-","-","-","-","-","-","-","13.0","148.0","110.0","38.0","127.0","90.0","37.0","6.0","33.0","20.0","13.0","29.0","17.0","12.0"
"J 金融業，保険業_661補助的金融業，金融附帯業_1～4人","8.0","17.0","8.0","9.0","15.0","7.0","8.0","-","-","-","-","-","-","-","8.0","17.0","8.0","9.0","15.0","7.0","8.0","4.0","11.0","6.0","5.0","10.0","6.0","4.0"
"J 金融業，保険業_661補助的金融業，金融附帯業_5～9人","1.0","6.0","4.0","2.0","6.0","4.0","2.0","-","-","-","-","-","-","-","1.0","6.0","4.0","2.0","6.0","4.0","2.0","1.0","6.0","4.0","2.0","6.0","4.0","2.0"
"J 金融業，保険業_661補助的金融業，金融附帯業_10～19人","2.0","29.0","20.0","9.0","26.0","17.0","9.0","-","-","-","-","-","-","-","2.0","29.0","20.0","9.0","26.0","17.0","9.0","1.0","16.0","10.0","6.0","13.0","7.0","6.0"
"J 金融業，保険業_661補助的金融業，金融附帯業_20～29人","1.0","26.0","23.0","3.0","15.0","12.0","3.0","-","-","-","-","-","-","-","1.0","26.0","23.0","3.0","15.0","12.0","3.0","-","-","-","-","-","-","-"
"J 金融業，保険業_661補助的金融業，金融附帯業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_661補助的金融業，金融附帯業_50～99人","1.0","70.0","55.0","15.0","65.0","50.0","15.0","-","-","-","-","-","-","-","1.0","70.0","55.0","15.0","65.0","50.0","15.0","-","-","-","-","-","-","-"
"J 金融業，保険業_661補助的金融業，金融附帯業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_661補助的金融業，金融附帯業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_661補助的金融業，金融附帯業_(再掲)5人以下","8.0","17.0","8.0","9.0","15.0","7.0","8.0","-","-","-","-","-","-","-","8.0","17.0","8.0","9.0","15.0","7.0","8.0","4.0","11.0","6.0","5.0","10.0","6.0","4.0"
"J 金融業，保険業_661補助的金融業，金融附帯業_(再掲)20人以下","11.0","52.0","32.0","20.0","47.0","28.0","19.0","-","-","-","-","-","-","-","11.0","52.0","32.0","20.0","47.0","28.0","19.0","6.0","33.0","20.0","13.0","29.0","17.0","12.0"
"J 金融業，保険業_662信託業","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_662信託業_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","1.0","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_出向・派遣従業者のみ","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","1.0","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_663金融代理業_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)","458.0","4256.0","1469.0","2787.0","3802.0","1157.0","2645.0","89.0","183.0","107.0","76.0","57.0","26.0","31.0","369.0","4073.0","1362.0","2711.0","3745.0","1131.0","2614.0","345.0","3825.0","1184.0","2641.0","3537.0","992.0","2545.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_1～4人","245.0","577.0","324.0","253.0","325.0","151.0","174.0","87.0","168.0","97.0","71.0","44.0","18.0","26.0","158.0","409.0","227.0","182.0","281.0","133.0","148.0","151.0","391.0","218.0","173.0","264.0","125.0","139.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_5～9人","82.0","533.0","284.0","249.0","397.0","199.0","198.0","2.0","15.0","10.0","5.0","13.0","8.0","5.0","80.0","518.0","274.0","244.0","384.0","191.0","193.0","71.0","468.0","238.0","230.0","335.0","156.0","179.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_10～19人","53.0","711.0","240.0","471.0","662.0","202.0","460.0","-","-","-","-","-","-","-","53.0","711.0","240.0","471.0","662.0","202.0","460.0","48.0","632.0","175.0","457.0","606.0","159.0","447.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_20～29人","39.0","941.0","161.0","780.0","924.0","145.0","779.0","-","-","-","-","-","-","-","39.0","941.0","161.0","780.0","924.0","145.0","779.0","37.0","897.0","130.0","767.0","895.0","129.0","766.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_30～49人","22.0","800.0","182.0","618.0","800.0","182.0","618.0","-","-","-","-","-","-","-","22.0","800.0","182.0","618.0","800.0","182.0","618.0","22.0","800.0","182.0","618.0","800.0","182.0","618.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_50～99人","8.0","536.0","201.0","335.0","536.0","201.0","335.0","-","-","-","-","-","-","-","8.0","536.0","201.0","335.0","536.0","201.0","335.0","7.0","479.0","164.0","315.0","479.0","164.0","315.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_100人以上","1.0","158.0","77.0","81.0","158.0","77.0","81.0","-","-","-","-","-","-","-","1.0","158.0","77.0","81.0","158.0","77.0","81.0","1.0","158.0","77.0","81.0","158.0","77.0","81.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_出向・派遣従業者のみ","8.0","-","-","-","-","-","-","-","-","-","-","-","-","-","8.0","-","-","-","-","-","-","8.0","-","-","-","-","-","-"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_(再掲)5人以下","271.0","707.0","395.0","312.0","412.0","194.0","218.0","87.0","168.0","97.0","71.0","44.0","18.0","26.0","184.0","539.0","298.0","241.0","368.0","176.0","192.0","173.0","501.0","273.0","228.0","332.0","153.0","179.0"
"J 金融業，保険業_67保険業(保険媒介代理業，保険サービス業を含む)_(再掲)20人以下","382.0","1861.0","850.0","1011.0","1424.0","554.0","870.0","89.0","183.0","107.0","76.0","57.0","26.0","31.0","293.0","1678.0","743.0","935.0","1367.0","528.0","839.0","272.0","1531.0","633.0","898.0","1245.0","442.0","803.0"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_670管理，補助的経済活動を行う事業所_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_671生命保険業","108.0","2164.0","315.0","1849.0","2164.0","315.0","1849.0","-","-","-","-","-","-","-","108.0","2164.0","315.0","1849.0","2164.0","315.0","1849.0","108.0","2164.0","315.0","1849.0","2164.0","315.0","1849.0"
"J 金融業，保険業_671生命保険業_1～4人","21.0","49.0","28.0","21.0","49.0","28.0","21.0","-","-","-","-","-","-","-","21.0","49.0","28.0","21.0","49.0","28.0","21.0","21.0","49.0","28.0","21.0","49.0","28.0","21.0"
"J 金融業，保険業_671生命保険業_5～9人","5.0","35.0","12.0","23.0","35.0","12.0","23.0","-","-","-","-","-","-","-","5.0","35.0","12.0","23.0","35.0","12.0","23.0","5.0","35.0","12.0","23.0","35.0","12.0","23.0"
"J 金融業，保険業_671生命保険業_10～19人","29.0","400.0","58.0","342.0","400.0","58.0","342.0","-","-","-","-","-","-","-","29.0","400.0","58.0","342.0","400.0","58.0","342.0","29.0","400.0","58.0","342.0","400.0","58.0","342.0"
"J 金融業，保険業_671生命保険業_20～29人","30.0","722.0","36.0","686.0","722.0","36.0","686.0","-","-","-","-","-","-","-","30.0","722.0","36.0","686.0","722.0","36.0","686.0","30.0","722.0","36.0","686.0","722.0","36.0","686.0"
"J 金融業，保険業_671生命保険業_30～49人","19.0","685.0","122.0","563.0","685.0","122.0","563.0","-","-","-","-","-","-","-","19.0","685.0","122.0","563.0","685.0","122.0","563.0","19.0","685.0","122.0","563.0","685.0","122.0","563.0"
"J 金融業，保険業_671生命保険業_50～99人","4.0","273.0","59.0","214.0","273.0","59.0","214.0","-","-","-","-","-","-","-","4.0","273.0","59.0","214.0","273.0","59.0","214.0","4.0","273.0","59.0","214.0","273.0","59.0","214.0"
"J 金融業，保険業_671生命保険業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_671生命保険業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"J 金融業，保険業_671生命保険業_(再掲)5人以下","21.0","49.0","28.0","21.0","49.0","28.0","21.0","-","-","-","-","-","-","-","21.0","49.0","28.0","21.0","49.0","28.0","21.0","21.0","49.0","28.0","21.0","49.0","28.0","21.0"
"J 金融業，保険業_671生命保険業_(再掲)20人以下","57.0","524.0","100.0","424.0","524.0","100.0","424.0","-","-","-","-","-","-","-","57.0","524.0","100.0","424.0","524.0","100.0","424.0","57.0","524.0","100.0","424.0","524.0","100.0","424.0"
"J 金融業，保険業_672損害保険業","36.0","725.0","383.0","342.0","712.0","370.0","342.0","-","-","-","-","-","-","-","36.0","725.0","383.0","342.0","712.0","370.0","342.0","35.0","704.0","365.0","339.0","704.0","365.0","339.0"
"J 金融業，保険業_672損害保険業_1～4人","11.0","27.0","11.0","16.0","27.0","11.0","16.0","-","-","-","-","-","-","-","11.0","27.0","11.0","16.0","27.0","11.0","16.0","11.0","27.0","11.0","16.0","27.0","11.0","16.0"
"J 金融業，保険業_672損害保険業_5～9人","6.0","40.0","19.0","21.0","40.0","19.0","21.0","-","-","-","-","-","-","-","6.0","40.0","19.0","21.0","40.0","19.0","21.0","6.0","40.0","19.0","21.0","40.0","19.0","21.0"
"J 金融業，保険業_672損害保険業_10～19人","8.0","100.0","51.0","49.0","100.0","51.0","49.0","-","-","-","-","-","-","-","8.0","100.0","51.0","49.0","100.0","51.0","49.0","8.0","100.0","51.0","49.0","100.0","51.0","49.0"
"J 金融業，保険業_672損害保険業_20～29人","6.0","146.0","90.0","56.0","133.0","77.0","56.0","-","-","-","-","-","-","-","6.0","146.0","90.0","56.0","133.0","77.0","56.0","5.0","125.0","72.0","53.0","125.0","72.0","53.0"
"J 金融業，保険業_672損害保険業_30～49人","1.0","48.0","30.0","18.0","48.0","30.0","18.0","-","-","-","-","-","-","-","1.0","48.0","30.0","18.0","48.0","30.0","18.0","1.0","48.0","30.0","18.0","48.0","30.0","18.0"
"J 金融業，保険業_672損害保険業_50～99人","3.0","206.0","105.0","101.0","206.0","105.0","101.0","-","-","-","-","-","-","-","3.0","206.0","105.0","101.0","206.0","105.0","101.0","3.0","206.0","105.0","101.0","206.0","105.0","101.0"
"J 金融業，保険業_672損害保険業_100人以上","1.0","158.0","77.0","81.0","158.0","77.0","81.0","-","-","-","-","-","-","-","1.0","158.0","77.0","81.0","158.0","77.0","81.0","1.0","158.0","77.0","81.0","158.0","77.0","81.0"
"J 金融業，保険業_672損害保険業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
